at,elapsed_s,pswpin,pswpout,pswpin_d,pswpout_d,pgmajfault_d,pgscan_d,mem_available_kb,swap_free_kb,dirty_kb,cached_kb,psi_mem_some_avg10,psi_mem_full_avg10,target
2026-09-19T19:46:39-04:00,88,961224,1540789,7,0,19,0,6638604,36705264,88,5144948,2.67,2.67,1
2026-09-19T19:46:40-04:00,89,961304,1540789,80,0,220,0,6640644,36705268,88,5284176,2.73,2.73,1
2026-09-19T19:46:40-04:00,89,961309,1540789,5,0,5,0,6641604,36705268,88,5552944,2.73,2.73,1
2026-09-19T19:46:41-04:00,90,961310,1540789,1,0,2,0,6641344,36705268,120,6063632,2.73,2.73,1
2026-09-19T19:46:41-04:00,90,961514,1540789,204,0,268,3121,6631660,36705268,120,6414448,2.73,2.73,1
2026-09-19T19:46:42-04:00,91,961514,1540789,0,0,176,18441,6599176,36705268,132,6382400,2.23,2.23,1
2026-09-19T19:46:42-04:00,91,961523,1540789,9,0,58,2406,6591356,36705268,184,6376212,2.23,2.23,1
2026-09-19T19:46:43-04:00,92,961621,1540789,98,0,100,2333,6583652,36705268,188,6367816,2.23,2.23,1
2026-09-19T19:46:43-04:00,92,961634,1540789,13,0,8,2020,6573252,36705268,188,6359996,2.23,2.23,1
2026-09-19T19:46:44-04:00,93,961646,1540789,12,0,8,1980,6563712,36705268,204,6351828,1.83,1.83,1
2026-09-19T19:46:44-04:00,93,963639,1540789,1993,0,1692,831,6551608,36705268,204,6366188,1.83,1.83,1
2026-09-19T19:46:45-04:00,94,964425,1540789,786,0,529,2755,6540236,36705268,204,6358048,1.83,1.83,1
2026-09-19T19:46:45-04:00,94,964470,1540789,45,0,34,3613,6524128,36705268,204,6343744,1.83,1.83,1
2026-09-19T19:46:46-04:00,95,964482,1540789,12,0,8,2757,6512316,36705268,204,6332808,1.49,1.49,1
2026-09-19T19:46:46-04:00,95,964484,1540789,2,0,2,3544,6496936,36705268,204,6318464,1.49,1.49,1
2026-09-19T19:46:47-04:00,96,964492,1540789,8,0,8,2756,6487236,36705268,604,6307264,1.49,1.49,1
2026-09-19T19:46:47-04:00,96,964493,1540789,1,0,1,3152,6472976,36705268,604,6294872,1.22,1.22,1
2026-09-19T19:46:48-04:00,97,964515,1540789,22,0,18,768,6469796,36705268,608,6291688,1.22,1.22,1
2026-09-19T19:46:48-04:00,97,964522,1540789,7,0,8,1552,6459612,36705268,608,6285688,1.22,1.22,1
2026-09-19T19:46:49-04:00,98,964547,1540789,25,0,31,3232,6445764,36705268,608,6287252,1.22,1.22,1
2026-09-19T19:46:49-04:00,98,964562,1540789,15,0,10,2826,6436444,36705268,608,6275944,1.00,1.00,1
2026-09-19T19:46:50-04:00,99,964567,1540789,5,0,12,33559,6306400,36705268,640,6142160,1.00,1.00,1
2026-09-19T19:46:50-04:00,99,964567,1540789,0,0,78,1204,6307932,36705268,664,6144264,1.00,1.00,1
2026-09-19T19:46:51-04:00,100,964570,1540789,3,0,25,7331,6284416,36705268,1372,6117844,1.00,1.00,1
2026-09-19T19:46:51-04:00,100,964570,1540789,0,0,12,0,6285944,36705268,1556,6118692,0.82,0.82,1
2026-09-19T19:46:52-04:00,101,964574,1540789,4,0,4,0,6286528,36705268,1556,6118692,0.82,0.82,1
2026-09-19T19:46:52-04:00,101,964574,1540789,0,0,0,407,6286512,36705268,1556,6117064,0.82,0.82,1
2026-09-19T19:46:53-04:00,102,964578,1540789,4,0,4,0,6285744,36705268,1584,6117072,0.82,0.82,1
2026-09-19T19:46:53-04:00,102,964579,1540789,1,0,1,0,6285244,36705268,1584,6117072,0.67,0.67,1
2026-09-19T19:46:54-04:00,103,964580,1540789,1,0,2,0,6284804,36705268,1584,6117200,0.67,0.67,1
2026-09-19T19:46:54-04:00,103,964580,1540789,0,0,3,0,6284172,36705268,1584,6117356,0.67,0.67,1
2026-09-19T19:46:55-04:00,104,964582,1540789,2,0,2,772,6278920,36705268,1584,6114376,0.67,0.67,1
2026-09-19T19:46:56-04:00,105,964582,1540789,0,0,0,2352,6271732,36705268,1584,6105008,0.55,0.55,1
2026-09-19T19:46:56-04:00,105,964584,1540789,2,0,2,3119,6257416,36705268,1672,6092676,0.55,0.55,1
2026-09-19T19:46:57-04:00,106,964584,1540789,0,0,0,3166,6247072,36705268,1672,6080216,0.55,0.55,1
2026-09-19T19:46:57-04:00,106,964584,1540789,0,0,0,2672,6237764,36705268,1672,6069420,0.55,0.55,1
2026-09-19T19:46:58-04:00,107,964584,1540789,0,0,0,3487,6225276,36705268,1672,6055276,0.45,0.45,1
2026-09-19T19:46:58-04:00,107,964603,1540789,19,0,14,1604,6219428,36705468,1676,6049200,0.45,0.45,1
2026-09-19T19:46:59-04:00,108,964603,1540789,0,0,0,753,6216720,36705468,1680,6046076,0.45,0.45,1
2026-09-19T19:46:59-04:00,108,964628,1540789,25,0,60,3084,6202844,36705972,1680,6034672,0.45,0.45,1
2026-09-19T19:47:00-04:00,109,966631,1540789,2003,0,1795,3491,6180272,36706544,1832,6023568,0.36,0.36,1
2026-09-19T19:47:00-04:00,109,966631,1540789,0,0,0,3456,6164112,36706544,1832,6009436,0.36,0.36,1
2026-09-19T19:47:01-04:00,110,966715,1540789,84,0,81,3456,6153196,36706544,1832,5996016,0.36,0.36,1
2026-09-19T19:47:01-04:00,110,966715,1540789,0,0,2,3484,6136100,36706544,1832,5981664,0.36,0.36,1
2026-09-19T19:47:02-04:00,111,966715,1540789,0,0,0,2680,6129560,36706544,2480,5971904,0.30,0.30,1
2026-09-19T19:47:02-04:00,111,966715,1540789,0,0,9,11145,6081716,36706544,2688,5928244,0.30,0.30,1
2026-09-19T19:47:03-04:00,112,966720,1540789,5,0,5,0,6084248,36706544,2652,5928372,0.30,0.30,1
2026-09-19T19:47:03-04:00,112,966720,1540789,0,0,0,0,6082348,36706544,2656,5928372,0.24,0.24,1
2026-09-19T19:47:04-04:00,113,966722,1540789,2,0,2,0,6083344,36706544,2656,5928296,0.24,0.24,1
2026-09-19T19:47:04-04:00,113,966722,1540789,0,0,0,0,6083020,36706544,2656,5928296,0.24,0.24,1
2026-09-19T19:47:05-04:00,114,966724,1540789,2,0,4,335,6082520,36706544,2780,5927028,0.24,0.24,1
2026-09-19T19:47:05-04:00,114,966725,1540789,1,0,1,0,6083844,36706544,2780,5927028,0.20,0.20,1
2026-09-19T19:47:06-04:00,115,966726,1540789,1,0,1,0,6085292,36706544,2184,5927176,0.20,0.20,1
